simbli_id,school_name,state,address,city,zipcode,phone_number,website,LEAID
4005,bacon,GA,102w4thst,alma,31510-2447,9126327363,bcraiders.com,1300150
4007,baldwin,GA,110n.abcstreetp.o.box1188,milledgeville,31059,4784573303,baldwincountyschoolsga.org,1300210
4008,banks,GA,pobox248102hwy51south,homer,30547-0248,7066772224,banks.k12.ga.us,1300240
4009,barrowystem,GA,179w.athensstreet,winder,30680-0767,7708674527,barrow.k12.ga.us,1922110
4010,bartow,GA,65gilreathrdnwp.o.box200007,cartersville,30121-5016,7706065800,bartow.k12.ga.us,1300330
4011,benhill,GA,509westpalmstreet,fitzgerald,31750-3253,2294095500,ben-hill.k12.ga.us,1300360
4012,berrien,GA,p.o.box625810southdogwooddrive,nashville,31639,2296862081,berrienschools.org,1300390
4013,bibb,GA,484mulberrystp.o.box6157,macon,31201,4787658711,bcsdk12.net,1300420
4014,bleckley,GA,259eastpeterstreet,cochran,31014-2045,4789342821,bleckley.k12.ga.us,1300440
4015,brantley,GA,272schoolcircle,nahunta,31553,9124626176,brantley.k12.ga.us,1300480
4016,bremencity,GA,501pacificavenue,bremen,30110-2128,7705375508,bremencs.com,1300510
4017,brooks,GA,175route32northnew,paltz,nan,nan,brooks.k12.ga.us,1300540
4018,bryan,GA,p.o.box4296academystreet,roscoe,nan,nan,bryan.k12.ga.us,1300570
4019,bufordcity,GA,2625sawneeavenue,buford,30518,7709455035,bufordcityschools.org,1300600
4020,bulloch,GA,"150williamsroad,suite#a",statesboro,30458-1398,9122128500,bulloch.k12.ga.us,1300630
4021,burke,GA,789burkeveteransparkway,waynesboro,30830-0908,7065545101,burke.k12.ga.us,1300660
4022,butts,GA,120robertsstreet,canastota,nan,nan,butts.k12.ga.us,1300690
4023,calhouncity,GA,334southwallstreet,calhoun,30701,7066292900,calhounschools.org,1300720
4024,calhoun,GA,18772hartfordst.,edison,39846,2295457231,calhoun.k12.ga.us,1300750
4025,camden,GA,311southeaststreet,kingsland,31548,9127295687,camden.k12.ga.us,1300780
4026,candler,GA,210scollegest,metter,30439-1802,9126855713,metter.org,1300810
4027,carroll,GA,164independencedr,carrollton,30116-7506,7708323568,carrollcountyschools.com,1300840
4028,carrolltoncity,GA,106trojandr,carrollton,30117-4327,7708329633,carrolltoncityschools.net,1300870
4029,cartersvillecity,GA,p.o.box331015nelsonstreet,cartersville,30120-4027,7703825880,cartersvilleschools.org,1300900
4030,catoosa,GA,307clevelandstreetpobox130,ringgold,30736-0130,7069652297,catoosa.k12.ga.us,1300930
4031,charlton,GA,37touchdownlane,folkston,31537-3842,9124962596,charlton.k12.ga.us,1300990
4032,chattahoochee,GA,326broadst,cusseta,31805-9769,7069893774,chattco.org,1301050
4033,chattooga,GA,33middleschoolrd,summerville,30747-5131,7068573447,chattooga.k12.ga.us,1301080
4035,chickamaugacity,GA,402coverd,chickamauga,30707-1614,7063823100,chickamaugacityschools.org,1301140
4037,clay,GA,111commercestreeteastfort,gaines,39851,2297682232,clay.k12.ga.us,1301200
4038,clayton,GA,1058fifthavenue,jonesboro,30236,7704732700,clayton.k12.ga.us,1301230
4039,clinchystem,GA,46southcollegestreet,homerville,31634,9124875321,clinchcounty.com,503690
4041,coffee,GA,211s.gaskinavenue,douglas,31533-4401,9123842086,coffeeschools.org,1301350
4042,colquitt,GA,p.o.box2708710lanestreet,moultrie,31776-2708,2298906200,colquitt.k12.ga.us,1301380
4044,commercecity,GA,14784statehwy30,downsville,nan,nan,commercecityschools.org,1301440
4045,cook,GA,37joseyroad,adel,31620-0152,2298962294,cook.k12.ga.us,1301470
4046,coweta,GA,pobox280237jacksonstreet,newnan,30264-0280,7702542801,cowetaschools.net,1301500
4047,crawford,GA,pobox8190eastcrusellestreet,roberta,31078-0008,4788363131,crawfordschools.org,1301530
4048,crisp,GA,p.o.box729201south7thstreet,cordele,31010-0729,2292763400,crispschools.org,1301560
4049,dade,GA,pobox18852traditionlane,trenton,30752-0188,7066574361,dadecountyschools.org,1301590
4050,dalton,GA,pobox1408300w.waughst.,dalton,30722-1408,7068764000,daltonpublicschools.com,1301620
4051,dawsonboardofeducation,GA,28mainstreet,dawsonville,30534-0004,7062653246,dawsoncountyschools.org,611460
4052,cityofdecatur,GA,125electricavenue,decatur,30030,4043713601,csdecatur.net,1301680
4053,decatur,GA,1417dothanroad,bainbridge,39817,2292482200,dcboe.com,1301710
4054,dekalb,GA,robertr.freemanadministrativecomplex1701mountainindustrialboulevardstone,mountain,30083,6786761200,dekalbschoolsga.org,1301740
4055,dodge,GA,pobox1029720collegest,eastman,31023-1029,4783743783,dodge.k12.ga.us,1301770
4056,dooly,GA,202cottonst.,vienna,31092,2292684761,dooly.k12.ga.us,1301800
4057,dougherty,GA,200pineavep.o.box1470,albany,31701-2531,2294311285,docoschools.org,1301830
4058,douglasystem,GA,11490veteransmemorialhighway,douglasville,30134,7706512000,dcssga.org,637350
4059,dublincity,GA,207shamrockdr,dublin,31021-3020,4783538000,dcsirish.com,1301870
4060,early,GA,40haroldragandrive,blakely,39823-1706,2297234337,early.k12.ga.us,1301920
4061,echols,GA,pobox207216hwy129north,statenville,31648-0207,2295595734,echols.k12.ga.us,1301950
4062,effingham,GA,405n.ashstreet,springfield,31329-4958,9127546491,effinghamschools.com,1301980
4063,elbert,GA,50laureldr,elberton,30635-1842,7062134000,elbert.k12.ga.us,1302010
4064,emanuel,GA,201nmainstp.o.box130,swainsboro,30401-3500,4782376674,emanuel.k12.ga.us,1302040
4065,evans,GA,613westmainstreet,claxton,30417-1713,9127393544,evanscoga.sites.thrillshare.com,1302070
4066,fannin,GA,6145oldhwy76blue,ridge,30513,7066323771,fannin.k12.ga.us,1302100
4067,fayette,GA,pobox879205lafayetteavenue,fayetteville,30214,7704603535,fcboe.org,1302130
4068,floyd,GA,600riversidepkwyne,rome,30161-2938,7062341031,floydboe.net,1302190
4069,forsyth,GA,1120dahlonegahwy.,cumming,30040-4536,7708872461,forsyth.k12.ga.us,1302220
4070,franklin,GA,280busharoad,carnesville,30521-0099,7063844554,franklin.k12.ga.us,1302250
4072,gainesvillecity,GA,508oakst,gainesville,30501-3506,7705365275,gcssk12.net,1302310
4073,gilmerboardofeducation,GA,134industrialboulevard,ellijay,30540-5404,7062765000,gilmerschools.com,1302340
4074,glascock,GA,pobox205738railroadavenue,gibson,30810-0205,7065982291,glascock.k12.ga.us,1302370
4075,glynnboardofeducation,GA,5505altamaave.,brunswick,31521-1677,9122674100,glynn.k12.ga.us,637200
4076,gordon,GA,pobox12001,calhoun,30703-7000,7066297366,gcbe.org,1302430
4077,grady,GA,122nbroadst,cairo,39828,2293773701,grady.k12.ga.us,1302460
4078,greene,GA,pobox209101ethirdst,greensboro,30642-0209,7064537688,greene.k12.ga.us,1302490
4079,griffin-spaldingystem,GA,poboxn216s6thst,griffin,30224-0012,7702293700,gscs.org,638520
4081,habersham,GA,pobox70weststanfordmillroad,clarkesville,30523-0002,7067542118,habershamschools.com,1302580
4082,hall,GA,"711greenstreet,nw",gainesville,30501-3368,7705341080,hallco.org,1302610
4083,hancock,GA,11311hwy15north,sparta,31087,7064445775,hancock.k12.ga.us,1302640
4084,haralson,GA,299robertsonave.,tallapoosa,30176,7705742500,haralson.k12.ga.us,1302670
4085,harris,GA,15350riverviewroadp.o.box249,helendale,nan,nan,harris.k12.ga.us,1302700
4086,hartchartersystem,GA,284campbelldrp.o.box696,hartwell,30643-2223,7063765141,hart.k12.ga.us,638730
4087,heard,GA,pobox1330,franklin,30217-1330,7066753320,heard.k12.ga.us,1302790
4088,henry,GA,33n.zackhintonparkway,mcdonough,30253,7709576601,henry.k12.ga.us,1302820
4089,houston,GA,1100mainstreet,perry,31069,4789886200,hcbe.net,1302880
4091,jackson,GA,1660winderhwy,jefferson,30549-5458,7063675151,jacksonschoolsga.org,1302940
4092,jasperboardofeducation,GA,1411collegest,monticello,31064-6802,7064686350,jasper.k12.ga.us,639300
4093,jeffdavis,GA,pobox178044charlesrogersblvd,hazlehurst,31539-0571,9123756700,jeff-davis.k12.ga.us,1303000
4094,jeffersoncity,GA,345storeylane,jefferson,30549-0507,7063672880,jeffcityschools.org,1303030
4095,jefferson,GA,11025thst,wasco,nan,nan,jefferson.k12.ga.us,1303060
4096,jenkinsboardofeducation,GA,1152eastwinthropeavenue,millen,30442-0660,4789824305,jchs.com,
4097,johnson,GA,pobox110150sleest,wrightsville,31096-0110,4788643302,johnson.k12.ga.us,1303120
4098,jones,GA,125stewartavenue,gray,31032-5201,4789863032,jones.k12.ga.us,1303150
4099,lamar,GA,100victorylane,barnesville,30204-1544,7703585891,lamar.k12.ga.us,1303210
4100,lanier,GA,247southhighway221,lakeland,31635,2294823966,lanier.k12.ga.us,1303240
4101,laurens,GA,467firetowerrd,dublin,31021-2682,4782724767,lcboe.net,1301890
4102,lee,GA,"pobox399126starksvilleave.,n.",leesburg,31763-0399,2299032100,lee.k12.ga.us,1303270
4103,liberty,GA,200bradwellstreet,hinesville,31313-3182,9128762161,liberty.k12.ga.us,1303300
4105,long,GA,pobox428,ludowici,31316-0428,9125452367,longcountyps.com,1303360
4106,lowndes,GA,1592normandr,valdosta,31601,2292452250,lowndes.k12.ga.us,1303390
4107,lumpkin,GA,56indiandrive,dahlonega,30533-0311,7068643611,lumpkinschools.com,1303420
4108,macon,GA,pobox48831buckcreekbypassroad,oglethorpe,31068-0488,4784728188,macon.k12.ga.us,1303450
4109,madison,GA,pobox37800madisonstreet,danielsville,30633,7067952191,madison.k12.ga.us,1303480
4110,mariettacity,GA,250howardstnep.o.box1265,marietta,30060-1849,7704223500,marietta-city.org,1303510
4111,marion,GA,p.o.box3911697pinevillerd.buena,vista,31803,2296492234,marion.k12.ga.us,1303540
4112,mcduffie,GA,716n.leestreet,thomson,30824-0957,7069864000,mcduffie.k12.ga.us,1303570
4113,mcintosh,GA,10840gilmorewaygrass,valley,nan,nan,mcintosh.k12.ga.us,1303600
4114,meriwether,GA,390northeuclidavenue,upland,nan,nan,mcssga.org,1303630
4115,miller,GA,96perrystreet,colquitt,39837-0188,2297585592,miller.k12.ga.us,1303660
4116,mitchell,GA,108southharneystreet,camilla,31730,2293217002,mitchell.k12.ga.us,1303690
4117,monroe,GA,pobox130825brooklynavenue,forsyth,31029-1308,4789942031,monroe.k12.ga.us,1303720
4118,montgomery,GA,1052heberave.,heber,nan,nan,mcboe.net,1303750
4119,morgancharterystem,GA,1065eastave,madison,30650-1468,7067524600,morgan.k12.ga.us,691135
4120,murray,GA,975westmorganstreet,perris,nan,nan,murray.k12.ga.us,1303840
4121,muscogee,GA,2960maconroad-suite3047,columbus,31906,7067482019,muscogee.k12.ga.us,1303870
4122,newton,GA,2109newtondrivep.o.box1469,covington,30015-1469,7707871330,newtoncountyschools.org,1303930
4123,oconee,GA,219northestreet,imperial,nan,nan,oconeeschools.org,1303960
4124,oglethorpe,GA,735athensroad,lexington,30648-1911,7067438128,oglethorpe.k12.ga.us,1303990
4125,paulding,GA,3236atlantahighway,dallas,30132,7704438000,paulding.k12.ga.us,1304020
4126,peach,GA,900campusdrivefort,valley,31030,4788255933,peachschools.org,1304050
4127,pelhamcity,GA,52115thstreet,fallbrook,nan,nan,pelham-city.k12.ga.us,1304080
4128,pickens,GA,100d.b.carrollstreet,jasper,30143-1525,7062531700,pickenscountyschools.org,1304110
4129,pierce,GA,834eastmainst.pobox349,blackshear,31516-1242,9124492044,pierce.k12.ga.us,1304140
4130,pike,GA,7454hwy.19south,zebulon,30295,7705678489,pike.k12.ga.us,1304170
4131,polk,GA,612scollegestreet,cedartown,30125,7707483821,polk.k12.ga.us,1304200
4132,pulaski,GA,400parkeravenue,rodeo,nan,nan,pulaski.k12.ga.us,1304220
4133,putnamcharterystem,GA,158oldglenwoodspringroad,eatonton,31024,7064855381,putnam.k12.ga.us,636972
4134,quitman,GA,p.o.box248215kaiglerroad,georgetown,39854-0248,2293344189,quitman.k12.ga.us,1304290
4135,rabun,GA,1234arcadiaavenue,vista,nan,nan,rabuncountyschools.org,1304320
4136,randolph,GA,98schooldrive,cuthbert,39840-1724,2297323601,sowegak12.org,1304350
4137,richmondystem,GA,864broadstreet,augusta,30901-1215,7068261000,rcboe.org,1304380
4138,rockdale,GA,960pinestreetnep.o.box1199,conyers,30012,7704834713,rockdaleschools.org,1304410
4139,romecity,GA,508eastsecondstreet,rome,30161-3112,7062365050,rcs.rome.ga.us,1304440
4140,savannah-chatham,GA,208bullstreet,savannah,31401-3901,9123955600,sccpss.com,1301020
4141,schley,GA,161perrydrivep.o.box66,ellaville,31806,2299372405,schleyk12.org,1304470
4142,screven,GA,pobox1668382halcyondaleroad,sylvania,30467-1668,9124512000,screven.k12.ga.us,1304500
4143,seminole,GA,203e.6thstreet,donalsonville,39845-1900,2295242433,seminole.k12.ga.us,1304530
4144,socialcirclecity,GA,147alcovadrivesocial,circle,30025-,7704642731,socialcircleschools.com,1304540
4145,stephens,GA,191bigaschoolroad,toccoa,30577,7068869415,stephenscountyschools.com,1304560
4146,stewart,GA,p.o.box5477168greengroveroad,lumpkin,31815,2298384329,stewart.k12.ga.us,1304590
4147,sumter,GA,1011altschulavenuemenlo,park,nan,nan,sumterschools.org,1304620
4148,talbot,GA,pobox515945nwashingtonave,talbotton,31827-0515,7066658528,talbot.k12.ga.us,1304650
4150,tattnall,GA,"pobox157146w.brazellst.,",reidsville,30453-0157,9125574726,tattnallschools.org,1304770
4151,taylor,GA,pobox1930,butler,31006-1930,4788625224,taylorcountyschools.org,1304800
4154,thomas,GA,200n.pinetreeblvd,thomasville,31792,2292254380,thomas.k12.ga.us,1304890
4155,thomaston-upson,GA,205civiccenterdr,thomaston,30286-4233,7066479621,upson.k12.ga.us,1305280
4156,thomasvillecity,GA,404northbroadstreet3rdfloor,thomasville,31792-4776,2292252600,tcitys.org,1304950
4157,tift,GA,506w12thstreetp.o.box389,tifton,31793-0389,2293872400,tiftschools.com,1304980
4158,toombs,GA,117ewesleyave,lyons,30436-1368,9125263141,toombscountyschools.org,1305040
4159,towns,GA,67lakeviewcirstec,hiawassee,30546-3212,7068962279,,1305070
4160,treutlen,GA,5040souththirdstreet,soperton,30457,9125297101,treutlen.k12.ga.us,1305100
4161,trioncity,GA,239simmonsstreet,trion,30753-1012,7067342363,trionschools.org,1305130
4162,troup,GA,"100ndavisroad,buildingcp.o.box1228",lagrange,30241-1808,7068127900,troup.org,1300001
4163,turner,GA,p.o.box609423n.clevelandstreet,ashburn,31714-0609,2295673338,turner.k12.ga.us,1305190
4164,twiggs,GA,952emainstp.o.box232,jeffersonville,31044-9426,4789453127,twiggs.k12.ga.us,1305220
4165,union,GA,208e.mainstreetlos,gatos,nan,nan,ucschools.org,1305250
4166,valdostacity,GA,pobox54071204williamsstreet,valdosta,31603-5407,2293338500,gocats.org,1305310
4167,vidaliacity,GA,1001northstreetwest,vidalia,30474-4825,9125373088,vidaliacityschools.org,1305340
4168,walker,GA,pobox29201southdukestreetla,fayette,30728-0029,7066381240,walkerschools.org,1305370
4170,ware,GA,1301baileystreet,waycross,31502-1789,9122838656,ware.k12.ga.us,1305430
4171,warren,GA,p.o.box228115gibsonhighway,warrenton,30828-1304,7064653383,warren.k12.ga.us,1305460
4172,washington,GA,411sycamoreavenuemill,valley,nan,nan,washingtoncountyschoolsga.org,1305490
4173,wayne,GA,710westpinestreet,jesup,31545,9124271000,wayne.k12.ga.us,1305550
4176,whiteystem,GA,136warriorspath,cleveland,30528,7068652315,white.k12.ga.us,1305670
4177,whitfield,GA,3264clevelandhighway,dalton,30721,7062788070,wcsga.net,1305700
4178,wilcox,GA,1147thavenue,rochelle,31079,2294672141,wilcox.k12.ga.us,1305730
4179,wilkes,GA,313analexanderave,washington,30673,7066782718,wilkes.k12.ga.us,1305760
4180,wilkinson,GA,197westmainstreetpobox206,irwinton,31042,4789465521,wilkinson.k12.ga.us,1305790
4181,worth,GA,103eldridgest.,sylvester,31791-1832,2297768600,worthschools.net,1305850
4183,georgiaboardsassociation,GA,5120sugarloafpkwy.,lawrenceville,30043,7709622985,gsba.com,626820
4185,simblidemo,GA,5120sugarloafparkway,lawrenceville,30043,18002261856,eboardsolutions.com,626820
4187,mountaineducation,GA,1963tombellroad,cleveland,30528,7062194664,mymec.org,627180
4257,msba,MO,2100interstate-70drivesouthwest,columbia,65203,8002216722,mosba.org,627180
10123,ncsba,NC,2985bearstreetcosta,mesa,nan,nan,ncsba.org,627590
10399,ncstateboardofeducation,NC,301n.wilmingtonstreet,raleigh,27601,9842362250,dpi.nc.gov,627590
10400,theinnovationproject,NC,p.o.box58673,raleigh,27658,9846645411,tipnc.org,
11101,ncsbaeboarddemosite,NC,333east8thstreet,oakland,nan,nan,ncsba.org,627720
11102,guilford,NC,1015seventhstreet,novato,nan,nan,gcsnc.com,3701920
12218,summit54-6,SD,29780lakeviewave.,nuevo,nan,nan,summit.k12.sd.us,4670140
12225,alcester-hudson,SD,17200pinehurstlanehuntington,beach,nan,nan,alcester-hudson.k12.sd.us,620460
12226,centerville60-1,SD,375reinadelmar,pacifica,nan,nan,centerville.k12.sd.us,4611760
60861,pittsgrovetownship,NJ,1076almondroad,pittsgrove,08318-3950,8563583094,pittsgrove.net,3413110
60862,woodstown-pilesgroveregional,NJ,135eastavenue,woodstown,08098,8567690144,woodstown.org,3418330
60969,vestaviahillsboardofeducation,AL,473statestreet,princeton,nan,nan,vestavia.k12.al.us,629640
61236,gsbaboardleadershipdevelopment,GA,5120sugarloafparkway,lawrenceville,30043,7709622985,schoolboardu.com,629640
62001,viewpointhealth,GA,175gwinnettdrive,lawrenceville,30046,6782092411,myviewpointhealth.org,
70005,arkansasboardsassociation,AR,523southringostreetlittle,rock,72201,5013721415,arsba.org,632040
70061,alabamaassociationofboards,AL,43jacksonstreet,montgomery,36104,3342779700,alabamaschoolboards.org,632040
70542,alabastercity,AL,10111highway119,alabaster,35007,2056638400,alabasterschools.org,100190
70543,pikeroad,AL,pobox640064pike,road,36064,3344205300,pikeroadschools.org,629820
70643,pelhamcity,AL,3160pelhamparkway,pelham,35124,2056243700,pelhamcityschools.org,100194
71000,alabamasamplesite,AL,43southjacksonstreet,montgomery,36104,18005620601,alabamaschoolboards.org,632270
100000,iowaassociationofboards,IA,6000grandave.des,moines,50312-1417,5152881991,ia-sb.org,632270
100001,waukeecommunity,IA,560southeastuniversityavenue,waukee,50263,5159875161,waukeeschools.org,630030
100003,iowasamplesite,IA,1234iasbway,dreamfield,52111,5152881991,eboardsolutions.com,632310
100040,rotaryclubofgwinnett,GA,6500sugarloafparkwaysuite220a,duluth,30097,nan,gwinnettrotary.org,632310
100060,highlandriversbehavioralhealth,GA,200douglasstreet,petaluma,nan,nan,highlandrivers.org,632370
100065,simblilearninginstitute,GA,182ewalnutave,rialto,nan,nan,eboardsolutions.com,632370
100070,goldenrainfoundation,CA,1001goldenrainroadwalnut,creek,94595,9259887710,rossmoor.com,630750
100075,page,GA,2971flowersroadsouthsuite151,atlanta,30341,7702168555,pageinc.org,630750
100100,johnstoncommunity,IA,pobox106510nw62ndavenue,johnston,50131,5152780470,johnstoncsd.org,630780
100110,riversidecommunity,IA,330pleasantstreet,carson,51525,7124842212,riversideschools.org,630780
112001,tollesonelementary#17,AZ,administrativedistrictoffice9261w.vanburenst.,tolleson,85353,6235333900,tollesonschools.com,632760
112002,littletonelementary#65,AZ,"p.o.box280,cashion,az853291600s.107thavenue",avondale,85323,6234785600,littletonaz.org,600020
112020,arizonastateboardofeducation,AZ,1700westwashingtonstreetexecutivetower#300,phoenix,85007,6025425057,azsbe.az.gov,600020
112025,shontopreparatory,AZ,445montezumastrio,vista,nan,nan,shontoprep.org,5900128
136000,larmac,CA,1daisystreetladera,ranch,92694,9492180900,laderalife.com,
136001,ranchlife,CA,28436airosostreetranchomission,viejo,92694,9496256500,rmvranchlife.com,600040
136002,ranchommc,CA,28436airosostreetranchomission,viejo,92694,9496256500,rmvranchlife.com,600040
136005,thefountaingroveclub,CA,1525fountaingroveparkwaysanta,rosa,95403,7077013050,thefountaingroveclub.com,
136100,"hunter'screekcommunityassociation,inc.",FL,6200popevalleypobox167pope,valley,nan,nan,hunterscreek.net,600013
140003,ofreedsburg,WI,501kstreet,reedsburg,53959,6085242016,rsd.k12.wi.us,600013
150001,msbasimblidemonstrationsite,MO,2120euclidave.eastpalo,alto,nan,nan,mosba.org,1925980
150010,sheldoncommunity,IA,1700eastfourthstreet,sheldon,51201,7123242504,sheldonschools.com,1926820
150015,southeastpolkcommunity,IA,4078thstreetse,altoona,50009,5159674294,southeastpolk.org,633600
150020,northcedar,IA,102eastnorthstreetp.o.box247,stanwood,52337,5639423358,north-cedar.org,633600
150025,boyden-hull,IA,8011ststreet,hull,51239,7124392711,boyden-hull.k12.ia.us,1930930
150030,westdesmoinescommunity,IA,3550millscivicparkwaywestdes,moines,50265,5156335000,wdmcs.org,1918780
150035,masoncitycommunity,IA,20w.lugoniaavenue,redlands,nan,nan,masoncityschools.org,632070
150040,unitedcommunity,IA,1284uavenue,boone,50036,5154325319,unitedcomets.org,633690
150045,westbranchcommunity,IA,300nroundvalleyrd,bishop,nan,nan,west-branch.k12.ia.us,632160
150050,urbandalecommunity,IA,11152auroraavenue,urbandale,50322,5154575000,urbandaleschools.com,633720
150055,ballardcommunity,IA,509northmainavenue,huxley,50124,5155972811,ballard.k12.ia.us,621450
150060,wintersetcommunity,IA,300northvalleyst.,shafter,nan,nan,winterset.k12.ia.us,632880
150065,nodawayvalleycommunity,IA,410nw2ndstreet,greenfield,50849,6416301042,nodawayvalley.org,633840
150070,adeldesotominburn,IA,215n.11thstreet,adel,50003,5159934283,admschools.org,600061
150075,sibley-ocheyedancommunity,IA,12011thavene,sibley,51249,7127542533,thegenerals2.socsdit.org,600061
150080,clearcreekamana,IA,1486hwy6nw,oxford,52322,3198284510,ccaschools.org,634140
150085,anamosacommunity,IA,200s.garnavillostreet,anamosa,52205,3194624321,anamosa.k12.ia.us,633390
150090,grantwoodareaeducationagency,IA,4401sixthstreetswcedar,rapids,52404,3193996700,gwaea.org,633390
150095,hampton-dumontcommunity,IA,60112thavenuene,hampton,50441,6414564300,hdcsd.org,633660
150100,calcommunity,IA,1441gullave,latimer,50452,6415796087,cal.k12.ia.us,633660
150105,pcmcommunity,IA,400ehighway163pobox610,monroe,50170,5159948222,pcmschools.org,1922110
150110,ottumwacommunity,IA,115nferryst.,ottumwa,52501,6416846597,ottumwaschools.com,633900
150115,saydelcommunity,IA,5740ne14thstreetdes,moines,50313,5152640866,saydel.k12.ia.us,633900
150120,collins-maxwellc,IA,400metcalfstreet,maxwell,50161,5153871115,collins-maxwell.k12.ia.us,1999013
150125,greenhillsaea,IA,24997hwy92council,bluffs,51503,7123660503,ghaea.org,1926370
150130,siouxcenterc,IA,5509thst.nesioux,center,51250,7127222985,scwarriors.org,1917250
150140,lisboncommunity,IA,235w.schoolstreetpobox839,lisbon,52253,3194552075,lisbon.k12.ia.us,1917250
150145,amescommunity,IA,200524thstreet,ames,50010,5152686600,ames.k12.ia.us,1903540
170000,mid-hudsonregionalinformationcenter,NY,nydemosite175route32northnew,paltz,12561,8452551450,mhric.org,3680920
170001,ulsterboces,NY,175route32northnew,paltz,12561,8452551400,ulsterboces.org,3680920
170002,roscoecentral,NY,p.o.box4296academystreet,roscoe,12776,6074984126,roscoe.k12.ny.us,3625020
170004,cheektowagacentral,NY,3600unionroad,cheektowaga,14225,7166863600,cheektowagak12.org,3607230
170005,pawlingcentral,NY,515route22,pawling,12564,8458554600,pawlingschools.org,3622530
170006,rondoutvalleycentral,NY,p.o.box9,accord,12404,8456872400,rondout.k12.ny.us,3624960
170009,canastotacentral,NY,120robertsstreet,canastota,13032,3156972025,canastotacsd.org,3606390
170010,sullivanwestcentral,NY,p.o.box30833schoolhouseroad,jeffersonville,12748,8454824610,swcsd.org,3600023
170011,highlandcentral,NY,320pancakehollowroad,highland,12528,8456911000,highland-k12.org,3614400
170012,livingstonmanorcentral,NY,19schoolstreetpobox947livingston,manor,12758,8454394400,lmcs.k12.ny.us,3617580
180001,centralcommunity,LA,11576sullivanroadbaton,rouge,70818,2252621919,centralcss.org,2200125
190001,delawarestateboardofeducation,DE,"mailto:colletteeducationresourcecenter,35commerceway,suite1",dover,19904,3027354010,education.delaware.gov,
190002,delawareprofessionalstandardsboard,DE,johnw.colletteeducationresourcecenter35commerceway,dover,19904,3027354104,doe.k12.de.us,
190003,delawaredivisionofprofessionalregulation,DE,"cannonbuilding,suite203861silverlakeblvd.",dover,19904,3027444500,dpr.delaware.gov,635910
190005,delawaredepartmentoffinance,DE,"820northfrenchstreet,8thfloor",wilmington,19801,3025778987,finance.delaware.gov,635910
190007,delawareinterscholasticathleticassociation,DE,"colletteeducationalresourcecenter35commerceway,suite1",dover,19904,3028573365,doe.k12.de.us,636270
200015,baldwin,AL,2600-ahandavenuebay,minette,36507,2519370306,bcbe.org,100270
220201,demo,GA,1122abclane,anytown,11223,nan,eboardsolutions.com,636970
230000,melba#136,ID,511broadwayave,melba,83641,2084951141,msd136.org,636970
240000,plattevalleyweldre-7,CO,501clark/p.o.box485,kersey,80644,9703368500,pvre7.org,635850
260000,"gastroenterologymanagementservices,llc",NE,8901indianhillsdrive,omaha,nan,4023977057,midwestgi.com,635850
6302000,benton,AR,207w.conwaystreetp.o.box939,benton,72018,5017784861,bentonschools.org,502960
9000000,prodtest,GA,200phillipsdr,sausalito,nan,nan,smcsd.org,
36030000,bryant,AR,1511northreynoldsroad,bryant,72022,5018475600,bryantschools.org,503690
36030001,asbademo,AR,1330sknottave,anaheim,nan,nan,savsd.org,637560
36030056,clarksburgc-2,MO,11200telechronavenue,whittier,nan,nan,clarksburg.k12.mo.us,2909090
36030057,gadencity,AL,1026chestnutstreet,gadsden,35901,2565433512,gcs.k12.al.us,101620
36030109,fairfieldcity,AL,1200northchesterave.,bakersfield,nan,nan,fairfieldschoolsystem.com,101440
36030126,downsvillecentral,NY,14784statehwy30,downsville,13755,6073632100,dcseagles.org,3609240
36030143,advancer-iv,MO,1325celestedrive,modesto,nan,nan,advancehornets.org,2902880
36030144,westsioux,IA,1300falcondrive,hawarden,51023,7125511181,westsiouxschools.org,637950
36030146,delawaredept.ofnaturalresources&environmentalcontrol,DE,89kingshighway,dover,19904,3027399237,dnrec.alpha.delaware.gov,637950
36030149,huntsvillecity,AL,714bobwallaceavesw,huntsville,35801,2564286800,huntsvillecityschools.org,101800
36030150,tallapoosa,AL,679e.columbusstreet,dadeville,36853,2568250746,tallapoosak12.org,103210
36030152,csbapolicymanagementconsole,CA,17555tuolumneroad,tuolumne,nan,nan,csba.org,638280
36030153,csbagamutdemosite,CA,3251beaconblvdwest,sacramento,95691,9166694686,csba.org,600021
36030155,californiaboardsassociation,CA,11601mainstreet,sunol,nan,nan,csba.org,636600
36030157,lammersvilleunified,CA,111sdeanzaboulevardmountain,house,95391,2098367400,lammersvilleschooldistrict.net,638670
36030158,downeyunified,CA,11627brookshireavenue,downey,90241,5624696500,web.dusd.net,611460
36030181,orchard,CA,921foxlanesan,jose,95131,4089440397,orchardsd.org,636670
36030182,pacificunionelementary,CA,2065e.bowles,fresno,93725,5598342533,pacificunion.k12.ca.us,638880
36030185,konoctiunified,CA,9430blakestreetlower,lake,95457,7079946475,konoctiusd.org,620070
36030186,temeculavalleyunified,CA,31350ranchovistaroad,temecula,92592,9516762661,tvusd.k12.ca.us,600028
36030187,travisunified,CA,300southcstreet,tustin,nan,nan,,639630
36030189,liveoakunified,CA,2201penningtonroadlive,oak,95953,5306955400,lousd.k12.ca.us,622050
36030190,southernkernunified,CA,2601rosamondblvd.,rosamond,93560,6612565000,skusd.k12.ca.us,637620
