simbli_id,school_name,state,address,city,zipcode,phone_number,fax_number,website
180001,Central Community Schools,LA,11576 Sullivan Road  Baton,Rouge,70818,2252621919,2252621989,http://centralcss.org
190001,Delaware State Board of Education,DE,"Mail to:  Collette Education Resource Center,                       35 Commerce Way, Suite 1",Dover,19904,3027354010,,https://education.delaware.gov/community/governance/state-board-of-education/
190002,Delaware Professional Standards Board,DE,John W. Collette Education Resource Center 35 Commerce Way,Dover,19904,3027354104,,http://www.doe.k12.de.us/psb
190003,Delaware Division of Professional Regulation,DE,"Cannon Building, Suite 203 861 Silver Lake Blvd.",Dover,19904,3027444500,,http://dpr.delaware.gov/
190005,Delaware Department of Finance,DE,"820 North French Street, 8th Floor",Wilmington,19801,3025778987,3025778982,http://finance.delaware.gov
190007,Delaware Interscholastic Athletic Association,DE,"Collette Educational Resource Center 35 Commerce Way, Suite 1",Dover,19904,3028573365,,http://www.doe.k12.de.us/diaa
200015,Baldwin County Public Schools,AL,2600-A Hand Avenue  Bay,Minette,36507,2519370306,2519370318,http://www.bcbe.org
220201,Demo County Schools,GA,1122 ABC Lane,Anytown,11223,,,http://eboardsolutions.com/
230000,Melba School District #136,ID,511 Broadway Ave,Melba,83641,2084951141,2084951142,http://msd136.org
240000,Platte Valley Weld RE-7 School District,CO,501 Clark / P.O. Box 485,Kersey,80644,9703368500,9703368511,http://www.pvre7.org
260000,"Gastroenterology Management Services, LLC",NE,8901 Indian Hills Drive,Omaha,,4023977057,,http://www.midwestgi.com/
6302000,Benton School District,AR,207 W. Conway Street P.O. Box 939,Benton,72018,5017784861,5017765777,http://www.bentonschools.org/
9000000,Prod Test,GA,,,,,,
36030000,Bryant Public Schools,AR,1511 North Reynolds Road,Bryant,72022,5018475600,5018475695,http://www.bryantschools.org
36030001,ASBA Demo,AR,,,,,,
36030056,Clarksburg C-2,MO,,,,,,http://www.clarksburg.k12.mo.us
36030057,Gadsden City Schools,AL,1026 Chestnut Street,Gadsden,35901,2565433512,,http://www.gcs.k12.al.us/
36030109,Fairfield City Schools,AL,,,,,,http://www.fairfieldschoolsystem.com/
36030126,Downsville Central School,NY,14784 State Hwy 30,Downsville,13755,6073632100,6073632105,http://www.dcseagles.org
36030143,Advance R-IV,MO,,,,,,https://www.advancehornets.org/
36030144,West Sioux Schools,IA,1300 Falcon Drive,Hawarden,51023,7125511181,7125511514,http://www.westsiouxschools.org
36030146,Delaware Dept. of Natural Resources & Environmental Control,DE,89 Kings Highway,Dover,19904,3027399237,,https://dnrec.alpha.delaware.gov/
36030149,Huntsville City Schools,AL,714 Bob Wallace Ave SW,Huntsville,35801,2564286800,,http://www.huntsvillecityschools.org/
36030150,Tallapoosa County Schools,AL,679 E. Columbus Street,Dadeville,36853,2568250746,,http://www.tallapoosak12.org/
36030152,CSBA Policy Management Console,CA,,,,,,http://www.csba.org
36030153,CSBA GAMUT Demo Site,CA,3251 Beacon Blvd  West,Sacramento,95691,9166694686,,http://www.csba.org
36030155,California School Boards Association,CA,,,,,,http://www.csba.org
36030157,Lammersville Unified School District,CA,111 S DeAnza Boulevard  Mountain,House,95391,2098367400,2098367402,http://www.lammersvilleschooldistrict.net
36030158,Downey Unified School District,CA,11627 Brookshire Avenue,Downey,90241,5624696500,,https://web.dusd.net/
36030181,Orchard School District,CA,921 Fox Lane  San,Jose,95131,4089440397,4099440394,http://www.orchardsd.org/
36030182,Pacific Union Elementary SD,CA,2065 E. Bowles,Fresno,93725,5598342533,5598346433,http://www.pacificunion.k12.ca.us/
36030185,Konocti Unified School District,CA,9430B Lake Street  Lower,Lake,95457,7079946475,7079940210,https://konoctiusd.org/
36030186,Temecula Valley Unified School District,CA,31350 Rancho Vista Road,Temecula,92592,9516762661,,https://www.tvusd.k12.ca.us
36030187,Travis Unified School District,CA,,,,,,www.travisusd.org/
36030189,Live Oak Unified School District,CA,2201 Pennington Road  Live,Oak,95953,5306955400,5306955460,https://www.lousd.k12.ca.us/
36030190,Southern Kern Unified School District,CA,2601 Rosamond Blvd.,Rosamond,93560,6612565000,6612561247,http://www.skusd.k12.ca.us/
36030191,Mt. Shasta Union Elementary School District,CA,595 E Alma Street  Mt.,Shasta,96067,5309266007,5309266103,http://mountshastausd.com
36030192,South Bay Union Elementary School District,CA,6077 Loma Ave,Eureka,95503,7074768549,,https://southbayusd.org/
36030193,Tri-Valley Regional Occupational Program,CA,1040 Florence Rd.,Livermore,94550,9254554800,9254499126,https://www.tvrop.org/
36030195,Yosemite Unified School District,CA,,,,,,https://www.yosemiteusd.com
36030196,Plumas Charter School,CA,1425 E. Main Street,Quincy,95971,5302833851,5302833841,http://www.plumascharterschool.org/
36030198,Seeley Union School District,CA,1812 West Rio Vista,Seeley,92273,7603523571,7603521629,https://www.seeleyusd.org/
36030199,Southside School District,CA,4991 Southside Road,Hollister,95023,8316374439,8316340156,https://www.ssesd.org/
36030200,Sierra Sands Unified School District,CA,"113 W. Felspar Avenue  Ridgecrest, CA",93555,,7604991600,,http://www.ssusd.org/
36030201,Silver Fork Elementary School District,CA,2701 Amber Trail  Pollock,Pines,95726,5306445416,5306445483,https://www.ppesd.org/Silverfork
36030202,St. Helena Unified School District,CA,,,,,,http://www.sthelenaunified.org/
36030203,Sunnyvale School District,CA,819 West Iowa Avenue,Sunnyvale,94086,4085228200,,https://www.sesd.org/
36030204,Guadalupe Union  School District,CA,4465 Ninth Street,Guadalupe,93434,8053432114,8053436155,https://www.guadusd.org/
36030205,Stanislaus County Office of Education,CA,1100 H St.,Modesto,95354-2338,2092381700,2092384201,http://www.stancoe.org/
36030206,Rio Bravo-Greeley Union School District,CA,6521 Enos Lane,Bakersfield,93314,6615892696,6615892218,http://www.rbgusd.k12.ca.us/
36030207,Stockton Unified School District,CA,701 N. Madison St.,Stockton,95202,2099337000,,http://www.stocktonusd.net/
36030208,Robla School District,CA,5428 Rose Street,Sacramento,95838,9166495248,9169920308,http://www.robla.k12.ca.us
36030209,San Luis Obispo County Office of Education,CA,3350 Education Drive  San Luis,Obispo,93405,8055437732,8055412605,http://https://www.slocoe.org/
36030210,Strathmore Union Elementary School District,CA,19811 Orange Belt Drive,Strathmore,93267,5595681283,5595681262,http://www.suesd.k12.ca.us/
36030211,Sonoma Valley Unified School District,CA,17850 Railroad Avenue,Sonoma,95476,7079356000,7079392235,http://www.sonomaschools.org
36030212,Hayward Unified School District,CA,24411 Amador Street Po Box 5000,Hayward,94540-5000,5107842600,,http://www.husd.us/
36030213,Napa Valley Unified School District,CA,2425 Jefferson Street,Napa,94558,7072533715,,http://www.nvusd.k12.ca.us
36030214,Sundale Union Elementary School District,CA,13990 Ave 240,Tulare,93274,5596887451,5596885905,https://www.sundaleschool.com/
36030215,Kit Carson Union Elementary School District,CA,9895 7th Ave.,Hanford,93230,5595822843,,https://www.kitcarsonschool.com/
36030216,Surprise Valley Joint Unified School District,CA,470 Lincoln St.,Cedarville,96104,5302796141,5302792210,https://www.svjusd.org/home
36030217,Farmersville Unified School District,CA,571 E. Citrus,Farmersville,93223,5595922010,5595922203,http://www.farmersville.k12.ca.us
36030219,Klamath-Trinity Joint Unified School District,CA,11800 State Highway 96 PO Box 1308,Hoopa,95546,5306255600,5306255611,http://www.ktjusd.k12.ca.us/
36030221,Sweetwater Union High School District,CA,1130 5th Ave  Chula,Vista,91911-2812,6196915500,6194074980,http://www.sweetwaterschools.org/
36030222,Helendale School District,CA,15350 Riverview Road P.O. Box 249,Helendale,92342,7609521180,7609521178,http://www.helendalesd.org/
36030223,Taft Union High School District,CA,701 Wildcat Way,Taft,93268,6617632300,,https://www.taftunion.org/Page/1
36030224,Valley Center-Pauma Unified School District,CA,,,,,,https://www.vcpusd.org/
36030225,Tahoe Truckee Unified School District,CA,,,,,,http://www.ttusd.org/
36030226,Lucia Mar Unified School District,CA,602 Orchard St.  Arroyo,Grande,93420,8054743000,,https://www.luciamarschools.org/
36030227,Windsor Unified School District,CA,9291 Old Redwood Hwy #500,Windsor,95492,7078377700,,http://www.wusd.org
36030228,Temple City Unified School District,CA,9700 Las Tunas Dr.,Temple City,91780,6265485000,6265485022,http://www.tcusd.net/
36030229,Santa Maria-Bonita School District,CA,708 S. Miller St  Santa,Maria,93454,8059281783,8059287874,http://www.smbsd.org
36030230,Tipton Elementary School District,CA,P.O. Box 787,Tipton,93272-0787,5597524213,5597521231,http://www.tiptonschool.org/
36030231,San Miguel Joint Union School District,CA,1601 L Street  San,Miguel,93451,8054673216,8054673410,https://www.sanmiguelschools.org
36030232,Trinity Alps Unified School District,CA,PO Box 1227 321 Victory Lane,Weaverville,95660,5306236104,,http://www.tausd.org/
36030233,Tulare Joint Union High School,CA,,,,,,http://www.tjuhsd.org
36030234,Wasco Union Elementary School District,CA,1102 5th St,Wasco,93280,6617587100,6617587110,https://www.wuesd.org/
36030235,Woodville Union School District,CA,16541 Rd. 168,Porterville,93257,6869712,6850875,http://woodvilleschools.org
36030236,Elk Grove Unified School District,CA,9510 Elk Grove-Florin Road  Elk,Grove,95624,9166865085,,http://www.egusd.net/
36030237,Exeter Unified School District,CA,215 N. Crespi Ave,Exeter,93221,5595929421,,https://www.exeter.k12.ca.us/
36030238,Fillmore Unified School District,CA,627 Sespe Ave,Fillmore,93015,8055246000,8055246660,https://www.fillmoreusd.org/
36030239,Firebaugh Las Deltas Unified School District,CA,1976 Morris Kyle Dr.,Firebaugh,93622,5596591476,5596592355,http://www.fldusd.org
36030240,Folsom Cordova Unified School District,CA,1965 Birkmont Drive  Rancho,Cordova,95742,9162949000,9162949020,https://www.fcusd.org
36030241,Foresthill Union School District,CA,24750 Main Street,Foresthill,95631,5303672966,5303672470,http://www.fusd.org
36030242,Tulare City School District,CA,600 North Cherry St.,Tulare,93274,5596857200,5596857287,http://www.tcsdk8.org/
36030243,Fullerton Joint Union High School District,CA,1051 W. Bastanchury Road,Fullerton,92833,7148702800,,http://www.fjuhsd.org/
36030244,Galt Joint Union High School District,CA,150 Camellia Way,Galt,95632,2097453061,,https://www.ghsd.us/
36030245,Tulelake Basin Joint Unified School District,CA,850 Main Street,Tulelake,96134,5306672295,,https://www.tulelakeschools.org/
36030246,Gateway Community Charters,CA,5112 Arnold Ave. Suite A,McClellan,95652,9162865129,,http://www.gcccharters.org/
36030247,Gateway Unified School District,CA,,,,,,https://www.gatewayusd.org/
36030248,Tuolumne County Office of Education,CA,175 Fairview Lane,Sonora,95370,2095362000,2095362003,https://www.tcsos.us/
36030249,Gilroy Unified School District,CA,7810 Arroyo Circle,Gilroy,95020,6692054000,,http://www.gilroyunified.org
36030250,Two Rock Union School District,CA,5001 Spring Hill Rd,Petaluma,94952-4634,7077626617,7077621923,http://www.trusd.org/
36030252,Union School District,CA,5175 Union Avenue  San,Jose,95124,4083778010,4085599351,http://www.unionsd.org/
36030254,Grass Valley School District,CA,10840 Gilmore Way  Grass,Valley,95945,5302734483,5302730248,https://www.gvsd.us/
36030255,Upland Unified School District,CA,390 North Euclid Avenue,Upland,91786,9099851864,,http://www.upland.k12.ca.us/
36030256,Hart-Ransom Union School District,CA,3920 Shoemake Avenue,Modesto,95358,2095239996,2095239997,https://www.hartransom.org/
36030257,Upper Lake Unified School District,CA,675 Clover Valley Rd.  Upper,Lake,95485,7072752655,7072759750,http://www.ulusd.org/
36030258,Hawthorne School District,CA,14120 Hawthorne Blvd.,Hawthorne,90250,3106762276,3106449216,http://www.hawthorne.k12.ca.us
36030259,Heber Elementary School District,CA,1052 Heber Ave.,Heber,92249,7603376530,7603533421,http://www.hebersd.org
36030260,Hemet Unified School District,CA,1791 W. Acacia Ave.,Hemet,92545,9517655100,,https://www.hemetusd.org/
36030261,Val Verde Unified School District,CA,975 West Morgan Street,Perris,92571,9519406100,,http://www.valverde.edu/
36030262,Hillsborough City School District,CA,300 El Cerrito Avenue,Hillsborough,94010,6503425193,6503426964,http://www.hcsdk8.org
36030263,Hollister School District,CA,2690 Cienega Road,Hollister,95023,8316306300,,http://www.hesd.org/
36030264,Imperial Unified School District,CA,219 North E Street,Imperial,92251,7603553200,7603554511,http://do.imperialusd.org/
36030265,Inglewood Unified School District,CA,401 South Inglewood Avenue,Inglewood,90301,3104192700,,https://www.inglewoodusd.com/
36030266,Vallecito Union School District,CA,PO Box 329,Avery,95224,2097958500,,http://www.vallecitok12.com/
36030267,Irvine Unified School District,CA,5050 Barranca Parkway,Irvine,92604,9499365000,,https://iusd.org/
36030268,Vallecitos School District,CA,5211 5th Street,Fallbrook,92028,7607287092,,http://www.vallecitossd.net/
36030269,Jefferson Elementary School District,CA,101 Lincoln Avenue,Daly City,94015,6509911000,6509922265,https://www.jsd.k12.ca.us/
36030270,Jefferson Union High School District,CA,"123 Edgemont Drive, Building A",Daly City,94015,6505507900,6505507888,http://www.juhsd.net
36030271,Valley Regional Occupational Program,CA,1305 Q Street,Sanger,93657,5598762122,5598762102,http://www.valleyrop.net
36030272,Ventura Unified School District,CA,255 W. Stanley Ave.,Ventura,93001,8056415000,,http://www.venturausd.org/
36030273,John Swett Unified School District,CA,400 Parker Avenue,Rodeo,94572,5102454300,5102454312,http://www.jsusd.org
36030274,Kentfield School District,CA,,,,,,https://www.kentfieldschools.org/
36030275,Keppel Union School District,CA,34004 128th East,Pearblossom,93553,6619442155,6619442933,http://www.keppelunion.org
36030276,Victor Valley Union High School District,CA,16350 Mojave Dr,Victorville,92395,7609553201,,http://www.vvuhsd.org/
36030277,Vista Unified School District,CA,1234 Arcadia Avenue,Vista,92084,7607262170,,http://vistausd.org/
36030278,Kings Canyon Unified School District,CA,1801 10th Street,Reedley,93654,5593057010,5596371292,https://www.kcusd.com/
36030279,Walnut Creek School District,CA,960 Ygnacio Valley Rd  Walnut,Creek,94596,9259446850,,http://www.walnutcreeksd.org/
36030280,Knightsen Elementary School District,CA,1923 Delta Road,Knightsen,94548,9256250073,9256250073,http://kesd-ca.schoolloop.com
36030281,Warner Unified School District,CA,30951 Highway 79  Warner,Springs,92086,7607823517,7607829117,http://www.warnerusd.net/
36030282,La Canada Unified School District,CA,,,,,,http://www.lcusd.net
36030283,Lake Elementary School District,CA,4672 County Road N,Orland,95963,5308651255,,http://www.lakeschool.org/
36030285,Lake Elsinore Unified School District,CA,,,,,,http://www.leusd.k12.ca.us
36030286,Western Placer Unified School District,CA,600 6th St Ste 400,Lincoln,95648,9166456350,9166456356,http://www.wpusd.org/
36030287,Lake Tahoe Unified School District,CA,1021 Al Tahoe Blvd.  South Lake,Tahoe,96150,5305412850,,https://www.ltusd.org
36030288,Lamont Elementary School District,CA,7915 Burgundy Ave.,Lamont,93241,6618450751,6612197667,http://www.lamontschooldistrict.org
36030289,Westwood Unified School District,CA,4th & Greenwood Street,Westwood,96137,5302562311,5302563539,http://www.westwoodusd.org/
36030290,Lancaster School District,CA,44711 Cedar Ave,Lancaster,93534,6619484661,6619429452,https://www.lancsd.org/
36030291,Wheatland Union High School District,CA,1010 Wheatland Rd.,Wheatland,95692-9798,5306333100,5306333119,https://www.wheatlandhigh.org/
36030292,Las Lomitas Elementary School District,CA,1011 Altschul Avenue  Menlo,Park,94025,6508546311,,https://www.llesd.org
36030293,Lassen Union High School District,CA,1000 Main St.,Susanville,96130,5302575134,,https://www.lassenhigh.org/#
36030294,Williams Unified School District,CA,260 11th Street,Williams,95987,5304732550,5304735894,http://www.williamsusd.net/
36030295,Lemon Grove School District,CA,8025 Lincoln Street  Lemon,Grove,91945,6198255600,,https://www.lemongrovesd.net/
36030296,Willits Unified School District,CA,1277 Blosser Lane,Willits,95490,7074595314,7074597862,http://www.willitsunified.com/
36030297,Lemoore Union Elementary School District,CA,1200 W. Cinnamon Drive,Lemoore,93245,5599246800,5599246809,http://www.luesd.k12.ca.us/
36030298,Willows Unified School District,CA,823 West Laurel St,Willows,95988,5309346600,5309346609,http://www.willowsunified.org/
36030299,Lennox School District,CA,10319 Firmona Ave,Lennox,90304,3106954000,3106773817,http://www.lennox.k12.ca.us
36030300,Wilmar Union School District,CA,3775 Bodega Ave,Petaluma,94952,7077654340,,http://wilsonschoolpetaluma.org/
36030301,Linden Unified School District,CA,18527 E. Main Street,Linden,95236,2098873894,2098872250,https://www.lindenusd.com/
36030302,Little Lake City School District,CA,10515 South Pioneer Blvd.  Santa Fe,Springs,90670,5628688241,5628681192,http://www.llcsd.net
36030303,Loomis Union School District,CA,3290 Humphrey Road,Loomis,95650,9166521800,,https://www.loomis-usd.k12.ca.us/
36030304,Los Alamitos Unified School District,CA,10293 Bloomfield St.  Los,Alamitos,90720,5627994700,,http://www.losal.org
36030305,Los Altos School District,CA,201 Covington Road  Los,Altos,94024,6509471150,6509470118,https://www.lasdschools.org
36030307,Los Gatos-Saratoga Union High School,CA,17421 Farley Road West  Los,Gatos,95030,4083542520,4083544198,http://www.lgsuhsd.org
36030309,Los Gatos Union School District,CA,,,,,,http://www.lgusd.org
36030311,LGS Recreation,CA,208 E. Main Street  Los,Gatos,95030,4083548700,,http://www.lgsrecreation.org/
36030313,Los Nietos School District,CA,8324 S. Westman Avenue,Whittier,90606,5626920271,5626993395,http://www.lnsd.net
36030315,Lucerne Valley Unified School District,CA,8560 Aliento Road  Lucerne,Valley,92356,7602486108,7602486677,http://lucernevalleyusd.org
36030317,Magnolia School District,CA,2705 West Orange Ave.,Anaheim,92804-3298,7147615533,,https://www.magnoliasd.org/
36030319,Mammoth Unified School District,CA,461 Sierra Park Road  Mammoth,Lakes,93546,7609346802,7609346803,http://www.mammothusd.org
36030321,Martinez Unified School District,CA,,,,,,www.martinezusd.net
36030322,Mattole Unified School District,CA,,,,,,https://sites.google.com/site/mattoleunified/
36030325,McCabe Union Elementary School District,CA,,,,,,http://www.muesd.net
36030329,Menifee Union School District,CA,29775 Haun Road,Menifee,92586,9516721851,9516721385,http://www.menifeeusd.org/
36030330,Metropolitan Education District,CA,,,,,,http://www.metroed.net
36030331,Mill Valley School District,CA,411 Sycamore Avenue  Mill,Valley,94941,4153897700,4153897773,https://www.mvschools.org/
36030332,Millbrae  Elementary School District,CA,555 Richmond Drive,Millbrae,94030,6506975693,6506976865,https://www.millbraeschooldistrict.org/
36030333,Milpitas Unified School District,CA,,,,,,https://www.musd.org/
36030334,Mojave Unified School District,CA,,,,,,http://www.mojave.k12.ca.us/
36030335,Moreno Valley Unified School District,CA,25634 Alessandro Blvd.  Moreno,Valley,92553,9515717500,9515717550,http://www.mvusd.net
36030336,Morgan Hill Unified School District,CA,15600 Concord Circle  Morgan,Hill,95037,4082016000,4082016007,http://www.mhusd.org
36030337,Morongo Unified School District,CA,PO Box 1209 5715 Utah Trail Twentynine,Palms,92277,7603679191,,http://www.morongo.k12.ca.us
36030338,Murrieta Valley Unified School District,CA,41870 McAlby Court,Murrieta,92562,9516961600,,https://www.murrieta.k12.ca.us
36030339,National School District,CA,1500 N Ave,National City,91950,6193367500,6193367551,https://www.nsd.us
36030341,Natomas Unified School District,CA,1901 Arena Blvd.,Sacramento,95834,9165675400,,http://www.natomasunified.org
36030343,Needles Unified School District,CA,1900 Erin Drive,Needles,92363,7603264057,7603264935,http://www.needlesusd.org
36030344,Nevada City School District,CA,800 Hoover Lane,Nevada City,95959,5302651820,5302651822,https://www.ncsd.school/
36030345,Nevada Joint Union High School District,CA,11645 Ridge Road  Grass,Valley,95945,5302733351,5302733372,http://www.njuhsd.com
36030346,Newhall School District,CA,25375 Orchard Village Road,Valencia,91355,6612914000,6612914001,http://www.newhallschooldistrict.com
36030347,Newport-Mesa Unified School District,CA,2985 Bear Street  Costa,Mesa,92626,7144245000,,http://web.nmusd.us/
36030348,North Monterey County Unified School District,CA,Mailing Address 13994 Castroville Blvd.,Castroville,95012,8316333343,8316335189,http://www.nmcusd.org
36030349,North Orange County Regional Occupational Program,CA,385 N. Muller Street,Anaheim,92801,7145025800,,http://www.nocrop.org
36030350,Northern Alameda Adult Education Collective,CA,333 East 8th Street,Oakland,94606,5104667246,,http://naaec.org
36030351,Novato Unified School District,CA,1015 Seventh Street,Novato,94945,4158974201,,http://nusd.org
36030352,Nuview Union School District,CA,29780 Lakeview Ave.,Nuevo,92567,9519280066,9519280324,http://www.nuviewusd.org
36030353,Ocean View School District,CA,17200 Pinehurst Lane  Huntington,Beach,92647,7148472551,,http://www.ovsd.org
36030354,Pacifica School District,CA,375 Reina Del Mar,Pacifica,94044,6507386600,6505579672,http://www.pacificasd.org
36030355,Palm Springs Unified School District,CA,150 District Center Drive  Palm,Springs,92264,7608832700,,https://www.psusd.us/
36030356,Palmdale School District,CA,39139 North 10th Street East,Palmdale,93550,6619477191,,http://www.palmdalesd.org
36030357,Princeton Joint Unified School District,CA,473 State Street,Princeton,95970,5304392261,5305176260,https://www.pjusd.org/
36030358,Palo Verde Unified School District,CA,825 N. Lovekin Blvd.,Blythe,92225,7609224164,7609225942,http://www.pvusd.us
36030359,Ramona Unified School District,CA,720 Ninth Street,Ramona,92065-2348,7607872000,7607899168,https://www.ramonausd.net/?showHomepage=true
36030360,Palos Verdes Peninsula Unified School District,CA,375 Via Almar  Palos Verdes,Estates,90274,3103789966,,http://www.pvpusd.net
36030361,Redding School District,CA,5885 E. Bonnyview Road,Redding,96047,5302250011,5302250015,http://reddingschools.net/
36030362,Panama-Buena Vista Union School District,CA,,,,,,http://www.pbvusd.k12.ca.us
36030363,Redondo Beach Unified School District,CA,1401 Inglewood Ave.  Redondo,Beach,90278-3912,3103795449,3103725269,http://www.rbusd.org
36030364,Paradise Unified School District,CA,6696 Clark Rd.,Paradise,95969,5308726400,5308726409,http://www.pusdk12.org
36030365,Parlier Unified School District,CA,900 Newmark Ave.,Parlier,93648,5596462731,,http://www.parlierunified.org
36030366,Reeds Creek Elementary School District,CA,18335 Johnson Rd  Red,Bluff,96080,5305276006,5305276849,http://www.reedscreek.org/
36030367,Reef-Sunset Unified School District,CA,1225 S. 7th  Ave.,Avenal,93204-1425,5593869083,5593865303,http://www.rsusd.org
36030368,Paso Robles Joint Unified School District,CA,800 Niblick Road  Paso,Robles,93446,8057691000,8052373339,http://www.pasoschools.org
36030369,Patterson Joint Unified School District,CA,510 Keystone Blvd,Patterson,95363,2098957700,2098925803,http://www.patterson.k12.ca.us
36030370,Rescue Union School District,CA,2390 Bass Lake Rd,Rescue,95672-9571,5306774461,5306770719,http://www.rescueusd.org/
36030371,Petaluma City School District,CA,200 Douglas Street,Petaluma,94952,7077784813,,http://www.petalumacityschools.org
36030372,Rialto Unified School District,CA,182 E Walnut Ave,Rialto,92376-3530,9098207700,9098730448,http://kec.rialto.k12.ca.us/
36030373,Piedmont Unified School District,CA,,,,,,http://www.piedmont.k12.ca.us
36030374,Placer Hills Union School District,CA,16801 Placer Hills Road  Meadow,Vista,95722,5308782606,5308782663,http://www.phusd.k12.ca.us
36030375,Richfield Elementary School District,CA,,,,,,http://www.richfieldschool.org/
36030376,Placer Union High School District,CA,13000 New Airport Rd.,Auburn,95603,5308864400,5308864439,http://www.puhsd.k12.ca.us/
36030377,Rim of the World Unified School District,CA,Lake Gregory Education Center 24740 San Moritz Way,Crestline,92325,9093364100,9093374161,http://www.rimsd.k12.ca.us/
36030378,Placerville Union School District,CA,1032 Thompson Way,Placerville,95667,5306227216,5306220336,http://www.pusdk8.us
36030379,Rincon Valley Union School District,CA,1000 Yulupa Avenue  Santa,Rosa,95405,7075427375,7075429802,https://www.rvusd.org/
36030380,Pleasant Valley School District,CA,,,,,,http://www.pleasantvalleysd.org/
36030381,Rio School District,CA,1800 Solar Drive,Oxnard,93030,8054853111,,http://rioschools.org/
36030382,Pleasanton Unified School District,CA,5758 W. Las Positas Blvd.,Pleasanton,94588,9254625500,,http://www.pleasantonusd.net
36030383,River Delta Unified School District,CA,445 Montezuma St  Rio,Vista,94571-1651,7073741700,7073742995,http://www.rdusd.org
36030384,Plumas Lake Elementary School District,CA,2743 Plumas School Rd.  Plumas,Lake,95961,5307434428,5307431408,http://www.plusd.org
36030385,Plumas County Office of Education & Plumas Unified School District,CA,50 Church Street,Quincy,95971,5302836500,5302836530,https://www.pcoe.k12.ca.us/
36030386,Riverdale Joint Unified School District,CA,3160 W Mount Whitney Ave,Riverdale,93656,5598678200,,http://www.rjusd.org/
36030387,Pollock Pines Elementary School District,CA,2701 Amber Trail  Pollock,Pines,95726,5306445416,5306445483,https://www.ppesd.org
36030388,Pope Valley Union Elementary School District,CA,6200 Pope Valley PO Box 167  Pope,Valley,94567,7079652402,7079652402,http://www.pvk8.org
36030389,Rocklin Unified School District,CA,2615 Sierra Meadows Drive,Rocklin,95677,9166242428,,http://www.rocklinusd.org/
36030390,Ravenswood City School District,CA,2120 Euclid Ave.  East Palo,Alto,94303,6503292800,6503253015,http://www.ravenswoodschools.org/
36030391,Roseland School District,CA,1691 Burbank Avenue  Santa,Rosa,95407,7075450102,7075455096,http://www.roselandsd.org/
36030392,Red Bluff Joint Union High School District,CA,P.O. Box 1507  Red,Bluff,96080,5305298700,5305298709,http://www.rbhsd.org
36030393,Roseville City School District,CA,1050 Main St,Roseville,95678,9167711600,9167711620,http://www.rcsdk8.org
36030394,Red Bluff Union Elementary School District,CA,1755 Airport Blvd.  Red,Bluff,96080,5305277200,5305279308,https://www.rbuesd.org
36030395,Ross Valley School District,CA,100 Shaw Drive  San,Anselmo,94960,4154542162,4154546840,http://www.rossvalleyschools.org/
36030396,Redlands Unified School District,CA,20 W. Lugonia Avenue,Redlands,92374,9093075300,,http://www.redlandsusd.net
36030397,Redwood City School District,CA,750 Bradford Street,Redwood City,94063,6504822200,,http://www.rcsdk8.net
36030398,Round Valley Joint Elementary School District,CA,300 N Round Valley Rd,Bishop,93514-9632,7603872525,7603872330,https://rvjesd-ca.schoolloop.com/
36030399,Reed Union School District,CA,277 A Karen Way,Tiburon,94920,4153811112,,http://www.reedschools.org
36030400,Round Valley Unified School District,CA,P.O. Box 276,Covelo,95428-0276,7079836171,7079838059,http://roundvalleyschools.org
36030401,Richland School District,CA,300 North Valley St.,Shafter,93263,6617468600,6617468614,http://www.rsdshafter.org
36030402,Ripon Unified School District,CA,304 N. Acacia Avenue,Ripon,95366,2095992131,,http://www.riponusd.net
36030403,Sacramento City Unified School District,CA,5735 47th Ave.,Sacramento,95824-4528,9166437400,9163992058,http://scusd.edu
36030404,Riverbank Unified School District,CA,6715 7th Street,Riverbank,95367,2098692538,2098691487,http://www.riverbank.k12.ca.us
36030405,San Benito High School District,CA,1220 Monterey St.,Hollister,95023-4708,83163758311132,8316367630,https://www.sbhs.sbhsd.org/
36030406,Riverside Unified School District,CA,3380 14th Street,Riverside,92501,9517887135,,http://www.riversideunified.org
36030407,Romoland School District,CA,25900 Leon Road,Homeland,92548,9519269244,,http://www.romoland.net
36030408,Rosemead School District,CA,,,,,,http://www.rosemead.k12.ca.us
36030409,San Bernardino City Unified School District,CA,777 N. F St.  San,Bernardino,92410-3017,9093811245,9098856392,http://www.sbcusd.com/
36030410,Ross School District,CA,9 Lagunitas Road,Ross,94957,4154572705,,http://www.rossbears.org
36030411,Rowland Unified School District,CA,,,,,,https://www.rowlandschools.org
36030412,San Bruno Park School District,CA,500 Acacia Ave  San,Bruno,94066-4222,6506243100,6502669626,http://www.sbpsd.org/
36030413,Saddleback Valley Unified School District,CA,25631 Peter A. Hartman Way  Mission,Viejo,92691,9495861234,,https://www.svusd.org/
36030414,Salida Union School District,CA,4801 Sisk Road,Salida,95368,2095450339,2095452682,https://www.salida.k12.ca.us/
36030415,San Carlos School District,CA,"1200 Industrial Rd., Unit 9  San",Carlos,94070,6505087333,6505087340,http://www.scsdk8.org/
36030416,San Diego County Office of Education,CA,6401 Linda Vista Road  San,Diego,92111,8582923500,,http://www.sdcoe.net
36030417,San Gabriel Unified School District,CA,408 Junipero Serra Drive  San,Gabriel,91776,6264515400,6264515494,https://www.sgusd.k12.ca.us/
