classification,index
school_district,1182
school_district,1185
school_district,1186
school_district,1189
school_district,1194
school_district,1201
school_district,1202
school_district,1203
school_district,1205
school_district,1206
school_district,1208
school_district,1209
school_district,1214
school_district,1215
school_district,1216
school_district,1217
school_district,1218
school_district,1221
school_district,1222
school_district,1226
school_district,1227
school_district,1230
school_district,1231
school_district,1235
drop,1236
school_district,1238
school_district,1240
school_district,1241
school_district,1244
school_district,1249
school_district,1254
school_district,1258
school_district,1262
school_district,1264
school_district,1265
school_district,1266
school_district,1267
school_district,1271
school_district,1274
school_district,1276
school_district,1278
school_district,1279
school_district,1283
school_district,1284
school_district,1290
school_district,1291
school_district,1292
school_district,1297
school_district,1298
school_district,1300
school_district,1304
school_district,1305
school_district,1315
school_district,1316
school_district,1318
school_district,1320
school_district,1322
school_district,1329
school_district,1330
school_district,1332
school_district,1334
school_district,1335
school_district,1336
school_district,1338
school_district,1346
school_district,1347
school_district,1354
school_district,1357
school_district,1362
school_district,1365
school_district,1366
school_district,1369
school_district,1374
school_district,1376
school_district,1384
school_district,1385
school_district,1389
school_district,1394
school_district,1396
school_district,1397
school_district,1398
school_district,1401
school_district,1404
school_district,1407
school_district,1414
school_district,1415
school_district,1424
school_district,1426
school_district,1427
school_district,1432
school_district,1433
school_district,1434
school_district,1439
school_district,1440
school_district,1441
school_district,1444
school_district,1448
school_district,1452
school_district,1459
school_district,1461
school_district,1462
school_district,1463
school_district,1467
school_district,1468
school_district,1469
school_district,1471
school_district,1472
school_district,1475
school_district,1476
school_district,1478
school_district,1480
school_district,1481
drop,1482
school_district,1483
school_district,1484
school_district,1488
school_district,1492
school_district,1495
school_district,1496
school_district,1499
school_district,1500
school_district,1501
school_district,1502
unsure,1504
school_district,1508
school_district,1509
school_district,1512
school_district,1513
school_district,1515
school_district,1520
school_district,1521
school_district,1528
school_district,1529
school_district,1531
school_district,1533
school_district,1536
school_district,1537
school_district,1546
school_district,1548
drop,1552
school_district,1557
school_district,1561
school_district,1562
school_district,1569
school_district,1575
school_district,1576
school_district,1578
school_district,1584
school_district,1585
school_district,1587
school_district,1589
school_district,1592
school_district,1597
school_district,1598
school_district,1599
school_district,1600
school_district,1601
school_district,1602
school_district,1603
school_district,1608
school_district,1609
school_district,1610
school_district,1611
school_district,1612
school_district,1613
drop,1614
school_district,1617
school_district,1620
school_district,1626
school_district,1629
school_district,1633
school_district,1641
school_district,1644
school_district,1645
school_district,1650
school_district,1652
school_district,1654
school_district,1655
drop,1657
school_district,1659
school_district,1661
school_district,1662
school_district,1667
school_district,1670
school_district,1671
school_district,1674
school_district,1677
school_district,1679
school_district,1682
school_district,1683
school_district,1684
school_district,1686
school_district,1687
school_district,1688
school_district,1689
school_district,1691
school_district,1693
school_district,1694
school_district,1698
school_district,1701
school_district,1703
school_district,1706
school_district,1707
school_district,1708
school_district,1709
school_district,1710
school_district,1711
school_district,1713
school_district,1717
school_district,1721
school_district,1722
school_district,1723
school_district,1725
school_district,1730
school_district,1733
school_district,1734
school_district,1735
school_district,1737
school_district,1738
school_district,1739
school_district,1740
school_district,1749
school_district,1751
school_district,1752
school_district,1753
school_district,1754
school_district,1755
drop,1756
school_district,1760
school_district,1761
school_district,1763
school_district,1766
school_district,1767
school_district,1768
school_district,1777
school_district,1781
school_district,1782
school_district,1787
drop,1788
school_district,1792
school_district,1795
school_district,1802
school_district,1803
school_district,1804
school_district,1811
school_district,1812
drop,1816
school_district,1817
drop,1818
school_district,1819
school_district,1820
school_district,1821
school_district,1823
school_district,1825
school_district,1829
school_district,1831
school_district,1832
school_district,1834
school_district,1835
school_district,1839
school_district,1840
school_district,1841
school_district,1843
school_district,1845
school_district,1847
school_district,1848
school_district,1849
school_district,1854
school_district,1855
school_district,1858
school_district,1859
drop,1860
school_district,1861
school_district,1862
school_district,1866
school_district,1868
school_district,1869
school_district,1870
school_district,1873
school_district,1874
school_district,1878
school_district,1879
school_district,1880
school_district,1881
school_district,1885
school_district,1893
school_district,1895
school_district,1897
school_district,1898
school_district,1900
school_district,1901
drop,1902
school_district,1904
school_district,1905
school_district,1906
school_district,1907
school_district,1909
school_district,1911
school_district,1912
school_district,1913
drop,1915
school_district,1916
school_district,1918
school_district,1919
drop,1923
school_district,1926
school_district,1928
school_district,1930
drop,1931
drop,1932
school_district,1933
school_district,1935
school_district,1939
school_district,1940
school_district,1942
school_district,1946
drop,1947
school_district,1948
school_district,1949
school_district,1952
school_district,1954
school_district,1957
school_district,1958
school_district,1964
school_district,1966
school_district,1969
school_district,1970
school_district,1974
school_district,1978
school_district,1980
school_district,1981
school_district,1982
school_district,1983
school_district,1984
school_district,1987
unsure,1989
school_district,1991
school_district,1993
school_district,1994
drop,1996
school_district,1997
school_district,1998
school_district,2001
school_district,2004
school_district,2006
school_district,2007
school_district,2012
school_district,2014
school_district,2020
school_district,2022
school_district,2025
school_district,2026
school_district,2027
school_district,2029
school_district,2032
school_district,2033
school_district,2035
school_district,2038
school_district,2039
school_district,2041
school_district,2042
school_district,2047
school_district,2048
school_district,2050
school_district,2051
school_district,2058
school_district,2059
school_district,2060
school_district,2061
school_district,2063
school_district,2065
school_district,2069
school_district,2072
school_district,2074
school_district,2076
school_district,2080
school_district,2082
school_district,2083
school_district,2086
school_district,2095
school_district,2097
school_district,2099
school_district,2100
school_district,2101
school_district,2106
school_district,2107
school_district,2108
school_district,2110
school_district,2113
school_district,2115
school_district,2118
school_district,2125
school_district,2126
school_district,2127
school_district,2129
school_district,2130
school_district,2132
school_district,2133
school_district,2136
school_district,2137
school_district,2139
school_district,2143
school_district,2145
drop,2147
drop,2148
school_district,2149
school_district,2150
school_district,2154
school_district,2164
school_district,2166
school_district,2169
school_district,2170
school_district,2171
school_district,2172
school_district,2174
school_district,2175
school_district,2177
school_district,2178
school_district,2180
school_district,2184
school_district,2187
school_district,2188
school_district,2189
drop,2190
school_district,2199
school_district,2200
school_district,2202
school_district,2204
school_district,2208
school_district,2209
school_district,2212
school_district,2216
school_district,2219
school_district,2223
school_district,2224
school_district,2226
drop,2227
school_district,2228
school_district,2229
school_district,2230
unsure,2231
school_district,2236
drop,2237
school_district,2239
school_district,2241
school_district,2244
school_district,2246
school_district,2247
school_district,2250
school_district,2252
school_district,2254
school_district,2255
school_district,2259
school_district,2261
school_district,2272
school_district,2274
school_district,2277
school_district,2279
school_district,2284
school_district,2285
unsure,2286
school_district,2292
school_district,2294
school_district,2296
school_district,2299
school_district,2301
school_district,2302
school_district,2306
school_district,2309
school_district,2310
school_district,2315
school_district,2317
school_district,2319
unsure,2320
school_district,2325
school_district,2328
school_district,2329
school_district,2333
school_district,2334
school_district,2335
school_district,2336
school_district,2338
drop,2339
school_district,2341
drop,2342
school_district,2346
school_district,2347
school_district,2348
school_district,2350
school_district,2351
school_district,2354
school_district,2357
school_district,2361
school_district,2363
school_district,2365
school_district,2368
school_district,2370
school_district,2372
school_district,2374
school_district,2375
school_district,2377
school_district,2381
school_district,2383
school_district,2389
school_district,2392
school_district,2393
school_district,2395
school_district,2406
school_district,2410
school_district,2413
school_district,2415
school_district,2416
drop,2417
school_district,2419
school_district,2423
school_district,2424
school_district,2432
school_district,2435
school_district,2436
school_district,2441
school_district,2442
drop,2443
school_district,2444
school_district,2445
school_district,2448
school_district,2449
school_district,2462
school_district,2466
school_district,2467
school_district,2468
school_district,2469
school_district,2471
school_district,2473
school_district,2474
school_district,2475
school_district,2476
school_district,2477
school_district,2479
school_district,2480
school_district,2482
school_district,2487
school_district,2491
school_district,2492
school_district,2494
school_district,2499
school_district,2501
school_district,2503
school_district,2504
school_district,2506
school_district,2509
school_district,2512
school_district,2513
unsure,2514
school_district,2515
school_district,2516
school_district,2519
school_district,2522
school_district,2523
school_district,2527
school_district,2528
school_district,2529
school_district,2534
school_district,2536
school_district,2539
drop,2540
school_district,2542
school_district,2543
school_district,2545
unsure,2548
school_district,2549
school_district,2551
school_district,2557
school_district,2561
school_district,2569
school_district,2570
school_district,2571
school_district,2575
school_district,2579
school_district,2582
school_district,2583
school_district,2591
school_district,2595
school_district,2599
school_district,2601
school_district,2606
school_district,2609
school_district,2614
school_district,2615
school_district,2617
school_district,2620
school_district,2621
school_district,2628
school_district,2634
school_district,2635
school_district,2636
unsure,2641
school_district,2644
school_district,2645
school_district,2649
school_district,2651
school_district,2653
school_district,2657
school_district,2658
school_district,2659
school_district,2666
school_district,2667
school_district,2671
school_district,2672
school_district,2673
school_district,2679
school_district,2680
school_district,2682
school_district,2683
school_district,2684
school_district,2690
school_district,2691
school_district,2697
school_district,2698
school_district,2700
school_district,2701
school_district,2704
school_district,2705
school_district,2706
school_district,2709
school_district,2713
school_district,2714
school_district,2716
school_district,2717
school_district,2721
school_district,2722
school_district,2725
school_district,2728
school_district,2730
school_district,2736
school_district,2737
school_district,2741
unsure,2742
school_district,2743
school_district,2745
school_district,2749
school_district,2750
school_district,2753
school_district,2757
school_district,2759
school_district,2760
school_district,2763
school_district,2764
school_district,2766
school_district,2771
school_district,2772
school_district,2775
school_district,2776
drop,2777
school_district,2781
school_district,2782
school_district,2783
school_district,2784
school_district,2787
school_district,2788
school_district,2789
school_district,2792
school_district,2795
school_district,2797
school_district,2804
drop,2805
school_district,2814
school_district,2818
school_district,2819
school_district,2820
school_district,2821
school_district,2822
school_district,2826
school_district,2840
school_district,2841
school_district,2843
school_district,2848
school_district,2849
school_district,2854
school_district,2855
drop,2861
school_district,2865
school_district,2870
school_district,2879
school_district,2880
school_district,2881
school_district,2886
school_district,2888
school_district,2892
school_district,2893
school_district,2894
school_district,2897
school_district,2898
school_district,2899
school_district,2900
school_district,2903
school_district,2904
school_district,2906
school_district,2909
school_district,2913
school_district,2915
unsure,2917
school_district,2918
school_district,2919
school_district,2920
school_district,2922
school_district,2926
school_district,2928
school_district,2929
school_district,2930
school_district,2938
school_district,2939
school_district,2940
school_district,2951
school_district,2952
school_district,2953
school_district,2955
school_district,2957
school_district,2961
school_district,2962
school_district,2963
school_district,2964
drop,2966
school_district,2967
school_district,2968
drop,2972
school_district,2973
school_district,2974
school_district,2982
school_district,2984
school_district,2985
school_district,2987
school_district,2991
school_district,2994
school_district,2999
school_district,3015
school_district,3016
school_district,3020
school_district,3022
school_district,3026
school_district,3032
school_district,3041
school_district,3042
drop,3043
school_district,3045
school_district,3047
school_district,3055
school_district,3056
school_district,3058
school_district,3059
school_district,3063
school_district,3067
school_district,3068
school_district,3073
school_district,3078
school_district,3081
school_district,3082
school_district,3083
school_district,3084
school_district,3086
school_district,3087
school_district,3089
school_district,3092
school_district,3093
school_district,3095
school_district,3100
school_district,3102
school_district,3106
drop,3107
school_district,3110
school_district,3116
drop,3118
school_district,3119
school_district,3122
school_district,3123
drop,3124
school_district,3125
school_district,3126
school_district,3127
school_district,3130
school_district,3132
school_district,3133
school_district,3134
school_district,3140
school_district,3141
drop,3144
school_district,3145
unsure,3146
school_district,3149
school_district,3150
school_district,3152
school_district,3155
school_district,3156
school_district,3157
school_district,3160
school_district,3163
school_district,3164
school_district,3165
school_district,3167
school_district,3169
school_district,3170
school_district,3171
school_district,3174
school_district,3176
school_district,3178
school_district,3180
school_district,3183
school_district,3186
school_district,3187
school_district,3190
school_district,3191
school_district,3201
school_district,3203
school_district,3205
school_district,3210
school_district,3211
school_district,3213
school_district,3216
school_district,3217
school_district,3220
school_district,3221
school_district,3222
school_district,3224
school_district,3226
school_district,3231
school_district,3232
school_district,3233
school_district,3237
school_district,3238
school_district,3239
school_district,3240
school_district,3243
drop,3244
drop,3248
school_district,3251
school_district,3252
school_district,3254
school_district,3255
school_district,3256
school_district,3257
school_district,3258
school_district,3259
school_district,3260
school_district,3263
school_district,3266
school_district,3269
school_district,3272
school_district,3274
school_district,3275
school_district,3276
school_district,3277
school_district,3279
school_district,3280
drop,3281
school_district,3290
school_district,3304
school_district,3305
school_district,3307
school_district,3308
school_district,3311
school_district,3322
school_district,3323
school_district,3324
school_district,3325
school_district,3326
school_district,3327
school_district,3330
school_district,3334
school_district,3336
unsure,3339
school_district,3342
school_district,3345
school_district,3346
school_district,3347
school_district,3348
school_district,3350
school_district,3353
school_district,3354
unsure,3356
school_district,3357
school_district,3359
school_district,3360
school_district,3362
school_district,3363
school_district,3366
school_district,3371
school_district,3375
school_district,3376
school_district,3377
drop,3378
school_district,3379
school_district,3380
school_district,3385
school_district,3386
school_district,3388
school_district,3389
school_district,3390
school_district,3391
school_district,3392
school_district,3393
school_district,3394
school_district,3396
school_district,3397
school_district,3398
school_district,3399
school_district,3400
school_district,3401
school_district,3403
school_district,3404
school_district,3413
school_district,3415
school_district,3422
school_district,3424
school_district,3426
school_district,3428
school_district,3429
school_district,3430
school_district,3433
school_district,3434
school_district,3441
school_district,3442
school_district,3443
school_district,3447
school_district,3450
school_district,3454
school_district,3455
school_district,3457
school_district,3463
school_district,3466
school_district,3469
school_district,3472
school_district,3474
school_district,3476
school_district,3477
school_district,3478
school_district,3479
school_district,3483
school_district,3484
drop,3486
school_district,3490
school_district,3492
school_district,3493
school_district,3496
school_district,3500
school_district,3501
school_district,3504
school_district,3505
school_district,3507
school_district,3508
school_district,3509
school_district,3511
school_district,3512
school_district,3514
school_district,3517
school_district,3518
drop,3520
school_district,3521
school_district,3524
school_district,3526
school_district,3531
school_district,3537
school_district,3538
school_district,3544
school_district,3545
school_district,3546
school_district,3548
school_district,3551
school_district,3557
school_district,3563
school_district,3568
school_district,3571
school_district,3575
school_district,3578
school_district,3582
school_district,3585
school_district,3587
school_district,3590
school_district,3591
school_district,3595
school_district,3597
school_district,3598
school_district,3600
school_district,3601
school_district,3604
school_district,3605
school_district,3606
school_district,3611
school_district,3612
school_district,3613
school_district,3614
school_district,3615
unsure,3617
school_district,3623
school_district,3624
school_district,3631
school_district,3632
school_district,3634
school_district,3636
school_district,3644
school_district,3648
school_district,3649
school_district,3655
school_district,3656
school_district,3660
school_district,3662
school_district,3664
school_district,3670
school_district,3671
school_district,3675
school_district,3682
school_district,3685
school_district,3691
school_district,3697
school_district,3698
school_district,3699
school_district,3701
school_district,3702
school_district,3706
school_district,3709
drop,3711
school_district,3714
school_district,3715
school_district,3716
school_district,3719
school_district,3721
school_district,3725
school_district,3726
school_district,3729
school_district,3730
school_district,3733
school_district,3736
school_district,3737
school_district,3741
school_district,3744
school_district,3748
drop,3760
school_district,3762
school_district,3764
school_district,3767
school_district,3773
school_district,3774
school_district,3779
school_district,3780
school_district,3781
school_district,3783
school_district,3784
school_district,3787
school_district,3791
school_district,3798
school_district,3802
school_district,3803
school_district,3806
school_district,3811
school_district,3814
school_district,3817
school_district,3820
school_district,3830
school_district,3837
school_district,3839
school_district,3840
school_district,3849
school_district,3853
school_district,3854
school_district,3857
school_district,3860
school_district,3861
school_district,3863
school_district,3870
school_district,3875
school_district,3878
school_district,3881
school_district,3882
school_district,3883
school_district,3888
school_district,3889
school_district,3893
school_district,3896
school_district,3897
school_district,3899
school_district,3900
school_district,3902
unsure,3904
unsure,152
school_district,544
drop,582
unsure,609
school_district,626
school_district,634
school_district,637
unsure,653
school_district,654
school_district,657
school_district,681
unsure,697
school_district,702
school_district,728
unsure,789
school_district,790
drop,791
unsure,809
school_district,843
drop,845
school_district,860
school_district,863
school_district,892
school_district,902
unsure,905
unsure,926
school_district,932
unsure,963
school_district,975
school_district,981
school_district,1005
school_district,1007
unsure,1025
school_district,1030
school_district,1044
school_district,1053
school_district,1067
school_district,1072
school_district,1074
school_district,1088
school_district,1101
school_district,1104
unsure,1146
school_district,1156
school_district,1159
school_district,1174
school_district,1181
drop,1183
school_district,1184
school_district,1198
drop,1213
school_district,1219
school_district,1228
school_district,1245
school_district,1246
school_district,1289
school_district,1319
school_district,1350
school_district,1353
school_district,1359
school_district,1367
school_district,1371
unsure,1386
school_district,1400
school_district,1403
unsure,1423
school_district,1449
drop,1455
drop,1551
school_district,1697
school_district,1704
drop,1775
unsure,1797
unsure,1807
unsure,1872
unsure,1886
drop,1975
drop,2156
drop,2195
school_district,2222
school_district,2264
drop,2270
drop,2355
drop,2356
drop,2457
school_district,2478
school_district,2589
school_district,2612
school_district,2619
school_district,2633
school_district,2643
school_district,2663
school_district,2676
school_district,2685
school_district,2699
school_district,2711
unsure,2712
school_district,2720
drop,2724
school_district,2770
school_district,2779
school_district,2791
school_district,2803
school_district,2810
school_district,2878
unsure,2889
school_district,2902
school_district,2923
school_district,2931
school_district,2942
school_district,2975
school_district,3009
school_district,3018
school_district,3019
drop,3029
school_district,3035
school_district,3046
school_district,3057
school_district,3061
drop,3076
unsure,3120
drop,3129
unsure,3195
school_district,3196
school_district,3214
school_district,3249
school_district,3301
school_district,3318
school_district,3361
school_district,3383
school_district,3387
school_district,3402
school_district,3407
school_district,3411
school_district,3427
unsure,3435
unsure,3456
school_district,3461
school_district,3494
school_district,3495
school_district,3515
school_district,3522
school_district,3525
unsure,3533
school_district,3535
drop,3555
school_district,3567
school_district,3603
unsure,3620
drop,3637
school_district,3639
school_district,3647
school_district,3650
school_district,3654
school_district,3679
school_district,3680
school_district,3686
school_district,3687
school_district,3694
school_district,3705
school_district,3724
school_district,3727
school_district,3734
school_district,3751
school_district,3752
school_district,3772
school_district,3778
unsure,3782
school_district,3786
drop,3793
school_district,3795
school_district,3800
school_district,3810
school_district,3813
school_district,3818
school_district,3828
unsure,3833
school_district,3841
school_district,3846
school_district,3866
school_district,3871
school_district,3877
school_district,3880
school_district,3890
school_district,3894
school_district,3895
school_district,3903
school_district,3905
