index,action
2926,drop
2928,drop
2929,school_district
2930,school_district
2931,school_district
2933,school_district
2934,drop
2935,school_district
2936,school_district
2937,drop
2938,drop
2939,school_district
2940,drop
2942,school_district
2944,drop
2945,drop
2946,drop
2951,school_district
2952,drop
2953,school_district
2955,school_district
2956,drop
2957,school_district
2961,drop
2962,school_district
2963,drop
2964,drop
2966,drop
2967,school_district
2968,school_district
2972,school_district
2973,school_district
2974,drop
2975,school_district
2978,school_district
2980,drop
2981,drop
2982,school_district
2984,drop
2985,school_district
2987,school_district
2991,school_district
2994,school_district
2999,school_district
3009,school_district
3015,drop
3016,school_district
3018,school_district
3019,school_district
3020,school_district
3022,school_district
3026,school_district
3029,school_district
3032,school_district
3035,school_district
3041,school_district
3042,school_district
3043,school_district
3045,drop
3046,drop
3047,school_district
3055,school_district
3056,school_district
3057,school_district
3058,drop
3059,school_district
3061,drop
3063,school_district
3067,school_district
3068,drop
3073,school_district
3076,school_district
3078,drop
3081,school_district
3082,drop
3083,drop
3084,school_district
3086,drop
3087,school_district
3089,school_district
3092,school_district
3093,school_district
3095,school_district
3100,drop
3102,school_district
3106,school_district
3107,drop
3110,school_district
3111,school_district
3113,school_district
3115,school_district
3116,school_district
3118,drop
3119,school_district
3120,drop
3122,school_district
3123,school_district
3124,drop
3125,drop
3126,drop
3127,school_district
3129,school_district
3130,drop
3132,drop
3133,school_district
3134,school_district
3140,school_district
3141,school_district
3144,drop
3145,school_district
3146,school_district
3149,school_district
3150,school_district
3152,school_district
3155,school_district
3156,school_district
3157,school_district
3160,school_district
3163,school_district
3165,school_district
3167,school_district
3169,school_district
3170,school_district
3171,school_district
3174,school_district
3176,drop
3178,school_district
3180,school_district
3183,school_district
3186,school_district
3187,drop
3190,drop
3191,school_district
3195,school_district
3196,drop
3201,school_district
3203,school_district
3205,school_district
3210,school_district
3211,drop
3213,school_district
3214,school_district
3216,school_district
3217,school_district
3220,school_district
3221,school_district
3222,school_district
3224,drop
3226,school_district
3231,school_district
3232,drop
3233,drop
3237,school_district
3238,school_district
3239,school_district
3240,school_district
3243,drop
3244,school_district
3248,drop
3249,school_district
3251,school_district
3252,school_district
3254,school_district
3255,school_district
3256,school_district
3257,drop
3258,drop
3259,school_district
3260,school_district
3263,school_district
3266,drop
3269,drop
3272,school_district
3274,drop
3275,school_district
3276,school_district
3277,school_district
3279,drop
3280,school_district
3281,drop
3282,school_district
3283,school_district
3290,school_district
3291,drop
3292,drop
3293,school_district
3294,drop
3295,drop
3296,drop
3297,drop
3298,drop
3299,drop
3300,school_district
3302,drop
3303,drop
3304,school_district
3305,school_district
3307,school_district
3308,drop
3311,school_district
3318,school_district
3322,school_district
3323,drop
3324,school_district
3325,drop
3326,school_district
3327,school_district
3329,drop
3330,school_district
3334,school_district
3335,school_district
3336,drop
3339,school_district
3340,drop
3341,school_district
3342,school_district
3345,school_district
3346,school_district
3347,school_district
3348,school_district
3350,drop
3353,school_district
3354,school_district
3356,drop
3357,school_district
3359,school_district
3360,school_district
3361,drop
3362,drop
3363,school_district
3366,drop
3367,school_district
3371,school_district
3375,school_district
3376,school_district
3377,drop
3378,school_district
3379,school_district
3380,school_district
3383,drop
3385,school_district
3386,drop
3387,drop
3388,drop
3389,school_district
3390,school_district
3391,school_district
3392,drop
3393,drop
3394,school_district
3396,school_district
3397,school_district
3398,school_district
3399,drop
3400,school_district
3401,school_district
3402,school_district
3403,school_district
3404,drop
3407,drop
3411,school_district
3413,school_district
3415,school_district
3417,drop
3418,school_district
3419,school_district
3420,drop
3422,school_district
3424,drop
3426,school_district
3427,school_district
3428,school_district
3429,drop
3430,school_district
3433,school_district
3434,school_district
3435,school_district
3441,school_district
3442,school_district
3443,school_district
3444,school_district
3445,school_district
3446,school_district
3447,school_district
3448,drop
3449,school_district
3450,school_district
3451,drop
3452,drop
3453,school_district
3454,school_district
3455,school_district
3456,drop
3457,school_district
3461,school_district
3463,school_district
3466,school_district
3469,school_district
3472,school_district
3474,school_district
3475,school_district
3476,drop
3477,school_district
3478,school_district
3479,drop
3483,school_district
3484,school_district
3486,school_district
3487,school_district
3489,school_district
3490,school_district
3492,school_district
3493,drop
3494,drop
3495,school_district
3496,school_district
3500,drop
3501,school_district
3504,school_district
3505,school_district
3507,school_district
3508,school_district
3509,drop
3511,school_district
3512,drop
3514,drop
3515,school_district
3516,drop
3517,drop
3518,school_district
3520,school_district
3521,school_district
3522,drop
3524,school_district
3525,drop
3526,school_district
3531,school_district
3533,school_district
3535,drop
3537,school_district
3538,school_district
3544,school_district
3545,drop
3546,school_district
3548,school_district
3551,drop
3555,school_district
3557,school_district
3563,school_district
3567,drop
3568,school_district
3571,school_district
3575,drop
3578,school_district
3582,school_district
3585,drop
3587,school_district
3589,drop
3590,school_district
3591,drop
3595,school_district
3597,school_district
3598,school_district
3600,school_district
3601,drop
3603,school_district
3604,school_district
3605,drop
3606,school_district
3611,school_district
3612,school_district
3613,school_district
3614,drop
3615,school_district
3617,school_district
3620,school_district
3623,school_district
3624,school_district
3631,school_district
3632,drop
3634,school_district
3636,school_district
3637,school_district
3639,school_district
3644,school_district
3647,school_district
3648,school_district
3649,school_district
3650,school_district
3654,school_district
3655,drop
3656,drop
3657,school_district
3660,school_district
3661,school_district
3662,school_district
3664,school_district
3665,drop
3666,school_district
3667,school_district
3668,school_district
3669,school_district
3670,drop
3671,school_district
3675,drop
3679,school_district
3680,school_district
3682,school_district
3685,school_district
3686,school_district
3687,school_district
3688,school_district
3689,drop
3690,drop
3691,school_district
3694,school_district
3695,drop
3696,drop
3697,school_district
3698,school_district
3699,school_district
3701,drop
3702,school_district
3705,school_district
3706,school_district
3709,drop
3711,drop
3714,school_district
3715,school_district
3716,school_district
3719,school_district
3721,drop
3724,school_district
3725,drop
3726,school_district
3727,school_district
3729,school_district
3730,school_district
3733,drop
3734,school_district
3736,school_district
3737,school_district
3739,school_district
3741,drop
3744,drop
3745,drop
3746,drop
3747,drop
3748,drop
3751,school_district
3752,drop
3760,school_district
3762,school_district
3764,school_district
3767,school_district
3772,school_district
3773,school_district
3774,drop
3778,school_district
3780,school_district
3781,school_district
3782,school_district
3783,drop
3784,drop
3786,school_district
3787,drop
3791,school_district
3793,drop
3795,drop
3798,school_district
3800,school_district
3802,drop
3803,school_district
3804,drop
3805,drop
3806,school_district
3808,drop
3809,drop
3810,school_district
3811,school_district
3813,school_district
3814,drop
3815,drop
3816,drop
3817,drop
3818,drop
3819,school_district
3820,school_district
3828,drop
3830,school_district
3833,school_district
3837,drop
3839,drop
3840,school_district
3841,school_district
3846,school_district
3849,school_district
3853,drop
3854,school_district
3857,school_district
3860,school_district
3861,school_district
3863,drop
3866,school_district
3867,drop
3868,drop
3869,drop
3870,drop
3871,school_district
3875,school_district
3877,drop
3878,school_district
3880,school_district
3881,school_district
3882,school_district
3883,school_district
3888,drop
3889,drop
3892,school_district
3893,school_district
3894,school_district
3895,school_district
3896,school_district
3897,school_district
3899,drop
3900,school_district
3902,school_district
3903,school_district
3904,school_district
3905,school_district
